Name,City,region,Price,Star_Rating,Property_Demand,Property_id,Customers_Rating,Customers_Review,Type_of_room,reservations_Payment,Canelation,Max_persons,Bed_type,Tax,Review_title,Credit_card,Breakfst_included,Longitude_x,Latitude_y,Link
Holiday Plus,Riyadh,Riyadh,SAR 108,0,Only 3 like this left on our site,2275684,7.8, 324 reviews ,Economy Room,No prepayment ,FREE cancellation,Max persons: 2,"1 bed
(1 extra-large double)",Yes, Good ,Not requierd,null,46.7305912,24.81875943,https://www.booking.com/hotel/sa/holiday-plus.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=227568415_132134229_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=839&highlighted_blocks=227568415_132134229_0_0_0&hpos=14&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=227568415_132134229_0_0_0__10800&srepoch=1587183161&srpvid=35481d9cb1480004&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Al Eyeery Furnitured Apartment 1,Al-Madinah,Al-Madinah,SAR 108,0,Only 5 like this left on our site,1107160,5.8, 595 reviews ,Double or Twin Room,No prepayment ,FREE cancellation,Max persons: 2,"1 bed
(1 large double)",Yes, Review score ,Not requierd,null,39.595003,24.456396,https://www.booking.com/hotel/sa/al-eyeery-furnitured-apartment-1.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=110716002_101032242_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=840&highlighted_blocks=110716002_101032242_0_0_0&hpos=15&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=110716002_101032242_0_0_0__10800&srepoch=1587183161&srpvid=35481d9cb1480004&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Ghosn Al Banafsej Hotel Apartments,Dammam,Eastern Region,SAR 108,0,Only 1 left like this on our site,1927744,7.4, 635 reviews ,Studio Apartment,No prepayment ,null,Max persons: 2,"1 bed
(1 extra-large double)",Yes, Good ,Not requierd,null,50.03750771,26.4269311,https://www.booking.com/hotel/sa/ghosn-al-banafsej.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=192774411_117582758_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=841&highlighted_blocks=192774411_117582758_2_0_0&hpos=16&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=192774411_117582758_2_0_0__10807&srepoch=1587183161&srpvid=35481d9cb1480004&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Zahrat Rozah Apartment,Riyadh,Riyadh,SAR 109,0,Only 3 like this left on our site,4922230,7, 71 reviews ,One-Bedroom Apartment,No prepayment ,FREE cancellation,Max persons: 2,"1 bed
(1 extra-large double)",Yes, Good ,Not requierd,null,46.79039446,24.81213962,https://www.booking.com/hotel/sa/zahrat-rozah-apartment.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=492223001_227623559_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=842&highlighted_blocks=492223001_227623559_2_0_0&hpos=17&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=492223001_227623559_2_0_0__10900&srepoch=1587183161&srpvid=35481d9cb1480004&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Kanaf Abaha Aparthotel,Abha,Aseer,SAR 109,0,Only 4 like this left on our site,3467664,8.3, 621 reviews ,Double Room,No prepayment ,FREE cancellation,Max persons: 2,"1 bed
(1 extra-large double)",Yes, Very good ,Not requierd,null,42.5863524,18.22377442,https://www.booking.com/hotel/sa/knf-bh-ll-jnh-lfndqy-bh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=346766403_180260435_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=843&highlighted_blocks=346766403_180260435_2_0_0&hpos=18&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=346766403_180260435_2_0_0__10900&srepoch=1587183161&srpvid=35481d9cb1480004&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Night For You Apartment 3,Hayel,Hayel,SAR 109,0,Only 1 left like this on our site,2167502,7, 5 reviews ,Standard Apartment,No prepayment ,FREE cancellation,Max persons: 2,"2 beds
(2 singles)",Yes, Good ,Not requierd,null,41.6693636,27.50498651,https://www.booking.com/hotel/sa/al-maqsoora-furnished-apartments.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=216750208_103975957_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=844&highlighted_blocks=216750208_103975957_2_0_0&hpos=19&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=216750208_103975957_2_0_0__10900&srepoch=1587183161&srpvid=35481d9cb1480004&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Qemmat Al Rafaa,Riyadh,Riyadh,SAR 109,0,Only 4 like this left on our site,1189995,7.3, 340 reviews ,Double Room,No prepayment ,FREE cancellation,Max persons: 2,"1 bed
(1 extra-large double)",Yes, Good ,Not requierd,null,46.80551291,24.69108187,https://www.booking.com/hotel/sa/qemmat-al-rafaa.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=118999503_134136074_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=845&highlighted_blocks=118999503_134136074_0_0_0&hpos=20&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=118999503_134136074_0_0_0__10900&srepoch=1587183161&srpvid=35481d9cb1480004&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Zievle Executive Apartments,Buraidah,Al-Qaseem,SAR 109,0,Only 4 like this left on our site,1139550,6.6, 110 reviews ,Single Room,No prepayment ,FREE cancellation,Max persons: 2,"1 bed
(1 single)",Yes, Review score ,Not requierd,null,43.9650777,26.36670557,https://www.booking.com/hotel/sa/zievle-apartment.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=113955004_195354267_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=846&highlighted_blocks=113955004_195354267_0_0_0&hpos=21&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=113955004_195354267_0_0_0__10900&srepoch=1587183161&srpvid=35481d9cb1480004&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Al Eairy Apartments- Madinah 5,Al-Madinah,Al-Madinah,SAR 109,0,Only 5 like this left on our site,2232244,6.4, 848 reviews ,Standard Twin Room,No prepayment ,FREE cancellation,Max persons: 2,"2 beds
(2 singles)",Yes, Review score ,Not requierd,null,39.61612254,24.45700403,https://www.booking.com/hotel/sa/al-eairy-apartments-madinah-5.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=223224401_101032632_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=847&highlighted_blocks=223224401_101032632_2_0_0&hpos=22&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=223224401_101032632_2_0_0__10900&srepoch=1587183161&srpvid=35481d9cb1480004&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Al Eyeery Furnished Apartment Medinah 2,Al-Madinah,Al-Madinah,SAR 109,0,Only 5 like this left on our site,1107161,6.2, 607 reviews ,Double or Twin Room,No prepayment ,FREE cancellation,Max persons: 2,"1 bed
(1 double)",Yes, Review score ,Not requierd,null,39.59328048,24.46280401,https://www.booking.com/hotel/sa/al-eyeery-furnitued-apartment-medinah-2.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=110716103_101032294_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=848&highlighted_blocks=110716103_101032294_0_0_0&hpos=23&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=110716103_101032294_0_0_0__10900&srepoch=1587183161&srpvid=35481d9cb1480004&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Holiday Plus Hotel Suites,Al- Khubar,Eastern Region,SAR 109,0,Only 2 like this left on our site,1538322,7.3, 180 reviews ,Studio,No prepayment ,FREE cancellation,Max persons: 2,"1 bed
(1 extra-large double)",No, Good ,Not requierd,null,50.18344134,26.29210474,https://www.booking.com/hotel/sa/holiday-plus-suites.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=153832203_200495114_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=849&highlighted_blocks=153832203_200495114_0_0_0&hpos=24&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=153832203_200495114_0_0_0__10900&srepoch=1587183161&srpvid=35481d9cb1480004&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Nayyara Al Khobar Hotel Apartments - Families Only,Al- Khubar,Eastern Region,SAR 110,0,Only 1 left like this on our site,1444630,8.5, 207 reviews ,Double Room,No prepayment ,FREE cancellation,Max persons: 2,"1 bed
(1 large double)",Yes, Very good ,Not requierd,null,50.17802596,26.29513465,https://www.booking.com/hotel/sa/nayyara-al-khobar-apartment.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=144463003_200423805_0_2_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=850&highlighted_blocks=144463003_200423805_0_2_0&hpos=25&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=144463003_200423805_0_2_0__10985&srepoch=1587183161&srpvid=35481d9cb1480004&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Al Farhan Hotel Hafer Albaten,Hafrel-Batin,Eastern Region,SAR 110,0,null,2080125,7.6, 832 reviews ,Double or Twin Room,No prepayment ,FREE cancellation,Max persons: 2,"1 bed
(1 extra-large double)",Yes, Good ,Not requierd,Breakfast included,45.96582665,28.40045242,https://www.booking.com/hotel/sa/hafer-albaten.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=208012511_248221626_2_1_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=851&highlighted_blocks=208012511_248221626_2_1_0&hpos=1&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=208012511_248221626_2_1_0__11000&srepoch=1587183171&srpvid=dee01da1dab600cf&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
تورنت للأجنحة الفندقية,Al Muraysyah,Makkah,SAR 110,0,null,5194768,7.4, 25 reviews ,One-Bedroom Apartment,No prepayment ,FREE cancellation,Max persons: 3,"2 beds
(1 extra-large double, 1 sofa bed)",No, Good ,Not requierd,null,40.49322943,21.47303508,https://www.booking.com/hotel/sa/twrnt-ll-jnh-lfndqy.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=519476801_235187305_3_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=852&highlighted_blocks=519476801_235187305_3_0_0&hpos=2&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=519476801_235187305_3_0_0__11000&srepoch=1587183171&srpvid=dee01da1dab600cf&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Adwaa Rafa,Al-Kharj,Riyadh,SAR 110,0,Only 5 rooms like this left on our site,4111101,7.8, 495 reviews ,Deluxe Room (2 Adults + 1 Child),No prepayment ,FREE cancellation,Max persons: 2,"1 bed
(1 extra-large double)",No, Good ,Not requierd,null,47.31068497,24.15211348,https://www.booking.com/hotel/sa/adwaa-rafa.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=411110101_190646141_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=853&highlighted_blocks=411110101_190646141_2_0_0&hpos=3&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=411110101_190646141_2_0_0__11000&srepoch=1587183171&srpvid=dee01da1dab600cf&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Areen Palace Hotel - Almadina Road,Jeddah,Makkah,SAR 110,0,Only 5 like this left on our site,1931615,7.9, 929 reviews ,Junior Suite,No prepayment ,FREE cancellation,Max persons: 2,"1 bed
(1 double)",Yes, Good ,Not requierd,null,39.11774397,21.69709698,https://www.booking.com/hotel/sa/areen-palace-almadina-road.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=193161501_205839191_2_2_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=854&highlighted_blocks=193161501_205839191_2_2_0&hpos=4&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=193161501_205839191_2_2_0__11000&srepoch=1587183171&srpvid=dee01da1dab600cf&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Hayat Jazan Furnished Units,Jazan,Jazan,SAR 110,0,Only 3 like this left on our site,3106287,6.4, 32 reviews ,Double Room,No prepayment ,FREE cancellation,Max persons: 2,"1 bed
(1 extra-large double)",No, Review score ,Not requierd,null,42.57077467,16.89851014,https://www.booking.com/hotel/sa/hy-jzn-whdt-skny-mfrwsh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=310628703_112887179_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=855&highlighted_blocks=310628703_112887179_2_0_0&hpos=5&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=310628703_112887179_2_0_0__11000&srepoch=1587183171&srpvid=dee01da1dab600cf&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Manazel Qurish Furnished Apartments,Jeddah,Makkah,SAR 110,0,Only 1 left like this on our site,1056871,5.6, 37 reviews ,Studio,No prepayment ,FREE cancellation,Max persons: 2,"1 bed
(1 double)",No, Review score ,Not requierd,null,39.1682366,21.60065448,https://www.booking.com/hotel/sa/manazel-qurish-furnished-apartments.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=105687101_186945264_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=856&highlighted_blocks=105687101_186945264_2_0_0&hpos=6&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=105687101_186945264_2_0_0__11000&srepoch=1587183171&srpvid=dee01da1dab600cf&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
النايفة للوحدات السكنية المفروشة,Dammam,Eastern Region,SAR 110,0,Only 2 like this left on our site,5637726,5.9, 9 reviews ,Studio Apartment,No prepayment ,FREE cancellation,Max persons: 2,"1 bed
(1 extra-large double)",Yes, Review score ,Not requierd,null,50.03698086,26.42663493,https://www.booking.com/hotel/sa/lnyf-llwhdt-lskny-lmfrwsh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=563772601_212917624_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=857&highlighted_blocks=563772601_212917624_2_0_0&hpos=7&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=563772601_212917624_2_0_0__11000&srepoch=1587183171&srpvid=dee01da1dab600cf&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Yahalla Hotel Units,Jeddah,Makkah,SAR 110,0,Only 2 like this left on our site,1900971,7.6, 359 reviews ,Standard Studio,No prepayment ,FREE cancellation,Max persons: 2,"2 beds
(2 singles)",Yes, Good ,Not requierd,null,39.1251254,21.60699375,https://www.booking.com/hotel/sa/yahalla-furnished-apartments.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=190097105_168138999_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=858&highlighted_blocks=190097105_168138999_0_0_0&hpos=8&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=190097105_168138999_0_0_0__11000&srepoch=1587183171&srpvid=dee01da1dab600cf&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
امواج للوحدات السكنية المفروشة,Al- Khubar,Eastern Region,SAR 110,0,Only 1 left like this on our site,5548610,7.9, 22 reviews ,Deluxe Family Room,No prepayment ,FREE cancellation,Max persons: 2,"1 bed
(1 large double)",Yes, Good ,Not requierd,null,50.218177,26.28701,https://www.booking.com/hotel/sa/mwj-llwhdt-lskny-lmfrwsh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=554861001_220662546_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=859&highlighted_blocks=554861001_220662546_2_0_0&hpos=9&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=554861001_220662546_2_0_0__11000&srepoch=1587183171&srpvid=dee01da1dab600cf&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Al Safwah Al Asriyah Furnished Units,Jeddah,Makkah,SAR 110,0,Only 2 like this left on our site,2682389,8.2, 343 reviews ,Double Room,No prepayment ,FREE cancellation,Max persons: 2,"1 bed
(1 double)",Yes, Very good ,Not requierd,null,39.23953068,21.51441062,https://www.booking.com/hotel/sa/lsfw-l-sry.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=268238901_202940953_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=860&highlighted_blocks=268238901_202940953_0_0_0&hpos=10&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=268238901_202940953_0_0_0__11000&srepoch=1587183171&srpvid=dee01da1dab600cf&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
شقق عبق الخزامى,Hayel,Hayel,SAR 110,0,null,6325244,,null,Standard Studio,No prepayment ,FREE cancellation,Max persons: 2,"2 beds
(2 doubles)",No,null,Not requierd,null,41.725804,27.572176,https://www.booking.com/hotel/sa/shqq-bq-lkhzm.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=632524401_246848533_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=861&highlighted_blocks=632524401_246848533_2_0_0&hpos=11&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=632524401_246848533_2_0_0__11000&srepoch=1587183171&srpvid=dee01da1dab600cf&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
قلعه الشرق للوحدات السكنية المفروشة الدمام شارع ٢٨,Dammam,Eastern Region,SAR 110,0,Only 1 left like this on our site,5770973,8.3, 6 reviews ,Deluxe Room (1 adult + 2 children),No prepayment ,null,Max persons: 2,"1 bed
(1 double)",Yes, Very good ,Not requierd,null,50.08105,26.454557,https://www.booking.com/hotel/sa/ql-h-lshrq-llwhdt-lskny-lmfrwsh-ldmm-shr-28.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=577097302_241674306_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=862&highlighted_blocks=577097302_241674306_2_0_0&hpos=12&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=577097302_241674306_2_0_0__11000&srepoch=1587183171&srpvid=dee01da1dab600cf&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Rofan Hotel Suites,Riyadh,Riyadh,SAR 111,0,Only 5 like this left on our site,1500015,8.3, 38 reviews ,One-Bedroom Apartment,No prepayment ,FREE cancellation,Max persons: 2,"1 bed
(1 large double)",Yes, Very good ,Not requierd,null,46.73493326,24.79428844,https://www.booking.com/hotel/sa/rofan.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=150001502_195207370_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=863&highlighted_blocks=150001502_195207370_0_0_0&hpos=13&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=150001502_195207370_0_0_0__11100&srepoch=1587183171&srpvid=dee01da1dab600cf&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
Hala Onaizah,Onaizah,Al-Qaseem,SAR 111,0,Only 1 left like this on our site,4315065,8.5, 184 reviews ,Economy Studio,No prepayment ,FREE cancellation,Max persons: 2,"1 bed
(1 large double)",Yes, Very good ,Not requierd,null,44.01134961,26.09341461,https://www.booking.com/hotel/sa/hl-nyz.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=431506501_209138054_0_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=864&highlighted_blocks=431506501_209138054_0_0_0&hpos=14&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=431506501_209138054_0_0_0__11100&srepoch=1587183171&srpvid=dee01da1dab600cf&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
OYO 470 Dar Lafina,Tabouk,Tabouk,SAR 111,0,Only 3 rooms like this left on our site,6384830,,null,Deluxe Double Room,No prepayment ,FREE cancellation,Max persons: 2,"2 beds
(2 singles)",Yes,null,Not requierd,null,36.57893,28.384308,https://www.booking.com/hotel/sa/oyo-470-dar-lafina.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=638483005_253200643_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=865&highlighted_blocks=638483005_253200643_2_0_0&hpos=15&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=638483005_253200643_2_0_0__11148&srepoch=1587183171&srpvid=dee01da1dab600cf&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
OYO 150 Al Hamra Palace Al Aswaq,Riyadh,Riyadh,SAR 111,0,null,4040274,6.9," 1,960 reviews ",Standard Studio Twin,No prepayment ,null,Max persons: 2,"2 beds
(2 singles)",Yes, Review score ,Not requierd,null,46.71640417,24.64589835,https://www.booking.com/hotel/sa/qsr-lhmr-l-swq.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaMQBiAECmAEJuAEJyAER2AED6AEBiAIBqAIDuAKmm9z0BcACAQ&sid=42146239dcdf1e519ee673686891723f&all_sr_blocks=404027406_253265507_2_0_0&checkin=2020-04-24&checkout=2020-04-25&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=866&highlighted_blocks=404027406_253265507_2_0_0&hpos=16&no_rooms=1&sr_order=class_and_price&sr_pri_blocks=404027406_253265507_2_0_0__11149&srepoch=1587183171&srpvid=dee01da1dab600cf&ucfs=1&from=searchresultshttps://www.booking.com;highlight_room=#hotelTmpl
